train_no,station_code,event_type,actual_time_ts,delay_minutes
T0607,HWH,ARRIVAL,41:37.3,1.62
T0607,HWH,DEPARTURE,43:37.3,1.62
T0607,BLY,ARRIVAL,53:44.3,1.04
T0607,BLY,DEPARTURE,54:14.3,1.04
T0607,SRP,ARRIVAL,58:41.2,1.09
T0607,SRP,DEPARTURE,59:11.2,1.09
T0607,CGR,ARRIVAL,04:44.6,0.44
T0607,CGR,DEPARTURE,05:14.6,0.44
T0607,CNS,ARRIVAL,12:14.4,0.34
T0607,CNS,DEPARTURE,12:44.4,0.34
T0607,BDC,ARRIVAL,23:46.3,0.37
T0607,BDC,DEPARTURE,24:16.3,0.37
T0608,HWH,ARRIVAL,08:30.9,3.52
T0608,HWH,DEPARTURE,10:30.9,3.52
T0608,BLY,ARRIVAL,17:44.0,0.03
T0608,BLY,DEPARTURE,18:14.0,0.03
T0608,SRP,ARRIVAL,24:12.8,1.61
T0608,SRP,DEPARTURE,24:42.8,1.61
T0608,CGR,ARRIVAL,29:59.5,0.69
T0608,CGR,DEPARTURE,30:29.5,0.69
T0608,CNS,ARRIVAL,37:21.7,0.46
T0608,CNS,DEPARTURE,37:51.7,0.46
T0608,BDC,ARRIVAL,49:26.0,1.03
T0608,BDC,DEPARTURE,49:56.0,1.03
T0609,HWH,ARRIVAL,50:32.0,0.53
T0609,HWH,DEPARTURE,52:32.0,0.53
T0609,BLY,ARRIVAL,04:21.2,1.65
T0609,BLY,DEPARTURE,04:51.2,1.65
T0609,SRP,ARRIVAL,09:26.9,1.85
T0609,SRP,DEPARTURE,09:56.9,1.85
T0609,CGR,ARRIVAL,14:44.3,0.44
T0609,CGR,DEPARTURE,15:14.3,0.44
T0609,CNS,ARRIVAL,22:09.6,0.26
T0609,CNS,DEPARTURE,22:39.6,0.26
T0609,BDC,ARRIVAL,34:07.1,0.72
T0609,BDC,DEPARTURE,34:37.1,0.72
T0610,HWH,ARRIVAL,06:56.9,1.95
T0610,HWH,DEPARTURE,08:56.9,1.95
T0610,BLY,ARRIVAL,17:53.4,0.19
T0610,BLY,DEPARTURE,18:23.4,0.19
T0610,SRP,ARRIVAL,23:22.8,0.78
T0610,SRP,DEPARTURE,23:52.8,0.78
T0610,CGR,ARRIVAL,30:05.9,0.8
T0610,CGR,DEPARTURE,30:35.9,0.8
T0610,CNS,ARRIVAL,37:57.4,1.06
T0610,CNS,DEPARTURE,38:27.4,1.06
T0610,BDC,ARRIVAL,48:30.8,0.11
T0610,BDC,DEPARTURE,49:00.8,0.11
T0611,HWH,ARRIVAL,51:00.4,1.01
T0611,HWH,DEPARTURE,53:00.4,1.01
T0611,BLY,ARRIVAL,04:37.1,1.92
T0611,BLY,DEPARTURE,05:07.1,1.92
T0611,SRP,ARRIVAL,07:45.5,0.16
T0611,SRP,DEPARTURE,08:15.5,0.16
T0611,CGR,ARRIVAL,14:31.0,0.22
T0611,CGR,DEPARTURE,15:01.0,0.22
T0611,CNS,ARRIVAL,24:44.6,2.84
T0611,CNS,DEPARTURE,25:14.6,2.84
T0611,BDC,ARRIVAL,33:33.6,0.16
T0611,BDC,DEPARTURE,34:03.6,0.16
T0612,HWH,ARRIVAL,06:32.5,1.54
T0612,HWH,DEPARTURE,08:32.5,1.54
T0612,BLY,ARRIVAL,18:14.5,0.54
T0612,BLY,DEPARTURE,18:44.5,0.54
T0612,SRP,ARRIVAL,22:49.6,0.23
T0612,SRP,DEPARTURE,23:19.6,0.23
T0612,CGR,ARRIVAL,30:56.2,1.64
T0612,CGR,DEPARTURE,31:26.2,1.64
T0612,CNS,ARRIVAL,37:22.3,0.47
T0612,CNS,DEPARTURE,37:52.3,0.47
T0612,BDC,ARRIVAL,48:58.7,0.58
T0612,BDC,DEPARTURE,49:28.7,0.58
T0613,HWH,ARRIVAL,50:21.4,0.36
T0613,HWH,DEPARTURE,52:21.4,0.36
T0613,BLY,ARRIVAL,03:25.1,0.72
T0613,BLY,DEPARTURE,03:55.1,0.72
T0613,SRP,ARRIVAL,07:44.6,0.14
T0613,SRP,DEPARTURE,08:14.6,0.14
T0613,CGR,ARRIVAL,14:41.8,0.4
T0613,CGR,DEPARTURE,15:11.8,0.4
T0613,CNS,ARRIVAL,24:41.4,2.79
T0613,CNS,DEPARTURE,25:11.4,2.79
T0613,BDC,ARRIVAL,33:38.3,0.24
T0613,BDC,DEPARTURE,34:08.3,0.24
T0614,HWH,ARRIVAL,05:51.3,0.86
T0614,HWH,DEPARTURE,07:51.3,0.86
T0614,BLY,ARRIVAL,18:00.9,0.31
T0614,BLY,DEPARTURE,18:30.9,0.31
T0614,SRP,ARRIVAL,23:47.3,1.19
T0614,SRP,DEPARTURE,24:17.3,1.19
T0614,CGR,ARRIVAL,29:24.7,0.11
T0614,CGR,DEPARTURE,29:54.7,0.11
T0614,CNS,ARRIVAL,39:42.0,2.8
T0614,CNS,DEPARTURE,40:12.0,2.8
T0614,BDC,ARRIVAL,48:53.0,0.48
T0614,BDC,DEPARTURE,49:23.0,0.48
T0615,HWH,ARRIVAL,50:12.9,0.22
T0615,HWH,DEPARTURE,52:12.9,0.22
T0615,BLY,ARRIVAL,02:45.7,0.06
T0615,BLY,DEPARTURE,03:15.7,0.06
T0615,SRP,ARRIVAL,07:44.9,0.15
T0615,SRP,DEPARTURE,08:14.9,0.15
T0615,CGR,ARRIVAL,14:53.2,0.59
T0615,CGR,DEPARTURE,15:23.2,0.59
T0615,CNS,ARRIVAL,22:13.7,0.33
T0615,CNS,DEPARTURE,22:43.7,0.33
T0615,BDC,ARRIVAL,34:48.7,1.41
T0615,BDC,DEPARTURE,35:18.7,1.41
T0616,HWH,ARRIVAL,05:27.1,0.45
T0616,HWH,DEPARTURE,07:27.1,0.45
T0616,BLY,ARRIVAL,17:55.7,0.23
T0616,BLY,DEPARTURE,18:25.7,0.23
T0616,SRP,ARRIVAL,23:22.1,0.77
T0616,SRP,DEPARTURE,23:52.1,0.77
T0616,CGR,ARRIVAL,30:16.9,0.98
T0616,CGR,DEPARTURE,30:46.9,0.98
T0616,CNS,ARRIVAL,37:02.8,0.15
T0616,CNS,DEPARTURE,37:32.8,0.15
T0616,BDC,ARRIVAL,48:32.8,0.15
T0616,BDC,DEPARTURE,49:02.8,0.15
T0617,HWH,ARRIVAL,15:01.8,0.03
T0617,HWH,DEPARTURE,17:01.8,0.03
T0617,BDC,ARRIVAL,26:04.0,1.07
T0617,BDC,DEPARTURE,26:34.0,1.07
T0618,HWH,ARRIVAL,05:52.3,0.87
T0618,HWH,DEPARTURE,07:52.3,0.87
T0618,BLY,ARRIVAL,18:12.9,0.51
T0618,BLY,DEPARTURE,18:42.9,0.51
T0618,SRP,ARRIVAL,24:05.2,1.49
T0618,SRP,DEPARTURE,24:35.2,1.49
T0618,CGR,ARRIVAL,30:36.6,1.31
T0618,CGR,DEPARTURE,31:06.6,1.31
T0618,CNS,ARRIVAL,37:36.3,0.7
T0618,CNS,DEPARTURE,38:06.3,0.7
T0618,BDC,ARRIVAL,50:01.3,1.62
T0618,BDC,DEPARTURE,50:31.3,1.62
T0619,HWH,ARRIVAL,20:11.1,0.18
T0619,HWH,DEPARTURE,22:11.1,0.18
T0619,SRP,ARRIVAL,30:05.7,0.09
T0619,SRP,DEPARTURE,30:35.7,0.09
T0619,CGR,ARRIVAL,36:57.1,0.25
T0619,CGR,DEPARTURE,37:27.1,0.25
T0619,CNS,ARRIVAL,44:20.8,0.05
T0619,CNS,DEPARTURE,44:50.8,0.05
T0619,BDC,ARRIVAL,56:24.4,0.61
T0619,BDC,DEPARTURE,56:54.4,0.61
T0620,HWH,ARRIVAL,07:12.4,2.21
T0620,HWH,DEPARTURE,09:12.4,2.21
T0620,BLY,ARRIVAL,17:43.9,0.03
T0620,BLY,DEPARTURE,18:13.9,0.03
T0620,SRP,ARRIVAL,22:42.3,0.1
T0620,SRP,DEPARTURE,23:12.3,0.1
T0620,CGR,ARRIVAL,29:46.9,0.48
T0620,CGR,DEPARTURE,30:16.9,0.48
T0620,CNS,ARRIVAL,39:04.4,2.17
T0620,CNS,DEPARTURE,39:34.4,2.17
T0620,BDC,ARRIVAL,48:42.2,0.3
T0620,BDC,DEPARTURE,49:12.2,0.3
T0621,HWH,ARRIVAL,50:34.0,0.57
T0621,HWH,DEPARTURE,52:34.0,0.57
T0621,SRP,ARRIVAL,00:02.0,0.03
T0621,SRP,DEPARTURE,00:32.0,0.03
T0621,CGR,ARRIVAL,06:49.7,0.13
T0621,CGR,DEPARTURE,07:19.7,0.13
T0621,CNS,ARRIVAL,17:45.1,3.45
T0621,CNS,DEPARTURE,18:15.1,3.45
T0621,BDC,ARRIVAL,28:29.1,2.68
T0621,BDC,DEPARTURE,28:59.1,2.68
T0622,HWH,ARRIVAL,05:00.2,0.0
T0622,HWH,DEPARTURE,07:00.2,0.0
T0622,BLY,ARRIVAL,20:07.6,2.43
T0622,BLY,DEPARTURE,20:37.6,2.43
T0622,SRP,ARRIVAL,23:24.9,0.82
T0622,SRP,DEPARTURE,23:54.9,0.82
T0622,CGR,ARRIVAL,30:55.2,1.62
T0622,CGR,DEPARTURE,31:25.2,1.62
T0622,CNS,ARRIVAL,37:23.1,0.49
T0622,CNS,DEPARTURE,37:53.1,0.49
T0622,BDC,ARRIVAL,48:58.8,0.58
T0622,BDC,DEPARTURE,49:28.8,0.58
T0623,HWH,ARRIVAL,15:32.2,0.54
T0623,HWH,DEPARTURE,17:32.2,0.54
T0623,SRP,ARRIVAL,25:52.8,0.88
T0623,SRP,DEPARTURE,26:22.8,0.88
T0623,CGR,ARRIVAL,31:49.2,0.12
T0623,CGR,DEPARTURE,32:19.2,0.12
T0623,CNS,ARRIVAL,39:19.5,0.02
T0623,CNS,DEPARTURE,39:49.5,0.02
T0623,BDC,ARRIVAL,51:05.7,0.29
T0623,BDC,DEPARTURE,51:35.7,0.29
T0624,HWH,ARRIVAL,05:58.5,0.98
T0624,HWH,DEPARTURE,07:58.5,0.98
T0624,BLY,ARRIVAL,17:52.8,0.18
T0624,BLY,DEPARTURE,18:22.8,0.18
T0624,SRP,ARRIVAL,23:29.7,0.9
T0624,SRP,DEPARTURE,23:59.7,0.9
T0624,CGR,ARRIVAL,32:06.2,2.8
T0624,CGR,DEPARTURE,32:36.2,2.8
T0624,CNS,ARRIVAL,36:58.7,0.08
T0624,CNS,DEPARTURE,37:28.7,0.08
T0624,BDC,ARRIVAL,49:17.6,0.89
T0624,BDC,DEPARTURE,49:47.6,0.89
T0625,HWH,ARRIVAL,15:28.2,0.47
T0625,HWH,DEPARTURE,17:28.2,0.47
T0625,SRP,ARRIVAL,26:37.2,1.62
T0625,SRP,DEPARTURE,27:07.2,1.62
T0625,CGR,ARRIVAL,31:51.4,0.16
T0625,CGR,DEPARTURE,32:21.4,0.16
T0625,CNS,ARRIVAL,40:14.6,0.94
T0625,CNS,DEPARTURE,40:44.6,0.94
T0625,BDC,ARRIVAL,52:15.4,1.46
T0625,BDC,DEPARTURE,52:45.4,1.46
T0626,HWH,ARRIVAL,07:18.9,2.31
T0626,HWH,DEPARTURE,09:18.9,2.31
T0626,BLY,ARRIVAL,18:37.2,0.92
T0626,BLY,DEPARTURE,19:07.2,0.92
T0626,SRP,ARRIVAL,23:09.0,0.55
T0626,SRP,DEPARTURE,23:39.0,0.55
T0626,CGR,ARRIVAL,30:04.2,0.77
T0626,CGR,DEPARTURE,30:34.2,0.77
T0626,CNS,ARRIVAL,38:31.5,1.63
T0626,CNS,DEPARTURE,39:01.5,1.63
T0626,BDC,ARRIVAL,49:04.6,0.68
T0626,BDC,DEPARTURE,49:34.6,0.68
T0627,HWH,ARRIVAL,50:01.5,0.02
T0627,HWH,DEPARTURE,52:01.5,0.02
T0627,BLY,ARRIVAL,04:50.3,2.14
T0627,BLY,DEPARTURE,05:20.3,2.14
T0627,SRP,ARRIVAL,08:32.1,0.94
T0627,SRP,DEPARTURE,09:02.1,0.94
T0627,CGR,ARRIVAL,15:12.2,0.9
T0627,CGR,DEPARTURE,15:42.2,0.9
T0627,CNS,ARRIVAL,22:05.7,0.19
T0627,CNS,DEPARTURE,22:35.7,0.19
T0627,BDC,ARRIVAL,34:15.6,0.86
T0627,BDC,DEPARTURE,34:45.6,0.86
T0628,HWH,ARRIVAL,05:24.0,0.4
T0628,HWH,DEPARTURE,07:24.0,0.4
T0628,BLY,ARRIVAL,18:32.6,0.84
T0628,BLY,DEPARTURE,19:02.6,0.84
T0628,SRP,ARRIVAL,22:41.4,0.09
T0628,SRP,DEPARTURE,23:11.4,0.09
T0628,CGR,ARRIVAL,30:09.5,0.86
T0628,CGR,DEPARTURE,30:39.5,0.86
T0628,CNS,ARRIVAL,42:51.2,5.95
T0628,CNS,DEPARTURE,43:21.2,5.95
T0628,BDC,ARRIVAL,48:26.4,0.04
T0628,BDC,DEPARTURE,48:56.4,0.04
T0629,HWH,ARRIVAL,53:01.4,3.02
T0629,HWH,DEPARTURE,55:01.4,3.02
T0629,BLY,ARRIVAL,03:07.1,0.42
T0629,BLY,DEPARTURE,03:37.1,0.42
T0629,SRP,ARRIVAL,09:14.2,1.64
T0629,SRP,DEPARTURE,09:44.2,1.64
T0629,CGR,ARRIVAL,15:31.2,1.22
T0629,CGR,DEPARTURE,16:01.2,1.22
T0629,CNS,ARRIVAL,22:34.2,0.67
T0629,CNS,DEPARTURE,23:04.2,0.67
T0629,BDC,ARRIVAL,34:28.4,1.07
T0629,BDC,DEPARTURE,34:58.4,1.07
T0630,HWH,ARRIVAL,06:41.2,1.69
T0630,HWH,DEPARTURE,08:41.2,1.69
T0630,SRP,ARRIVAL,15:24.9,0.41
T0630,SRP,DEPARTURE,15:54.9,0.41
T0630,CGR,ARRIVAL,22:01.0,0.32
T0630,CGR,DEPARTURE,22:31.0,0.32
T0630,CNS,ARRIVAL,30:10.9,0.88
T0630,CNS,DEPARTURE,30:40.9,0.88
T0630,BDC,ARRIVAL,42:07.2,1.32
T0630,BDC,DEPARTURE,42:37.2,1.32
T0631,HWH,ARRIVAL,51:09.0,1.15
T0631,HWH,DEPARTURE,53:09.0,1.15
T0631,BLY,ARRIVAL,03:58.7,1.28
T0631,BLY,DEPARTURE,04:28.7,1.28
T0631,SRP,ARRIVAL,08:03.5,0.46
T0631,SRP,DEPARTURE,08:33.5,0.46
T0631,CGR,ARRIVAL,15:39.7,1.36
T0631,CGR,DEPARTURE,16:09.7,1.36
T0631,CNS,ARRIVAL,22:00.1,0.1
T0631,CNS,DEPARTURE,22:30.1,0.1
T0631,BDC,ARRIVAL,34:01.7,0.63
T0631,BDC,DEPARTURE,34:31.7,0.63
T0632,HWH,ARRIVAL,05:00.3,0.0
T0632,HWH,DEPARTURE,07:00.3,0.0
T0632,SRP,ARRIVAL,15:18.8,0.31
T0632,SRP,DEPARTURE,15:48.8,0.31
T0632,CGR,ARRIVAL,22:03.9,0.37
T0632,CGR,DEPARTURE,22:33.9,0.37
T0632,CNS,ARRIVAL,29:42.2,0.4
T0632,CNS,DEPARTURE,30:12.2,0.4
T0632,BDC,ARRIVAL,41:45.1,0.95
T0632,BDC,DEPARTURE,42:15.1,0.95
T0633,HWH,ARRIVAL,50:23.6,0.39
T0633,HWH,DEPARTURE,52:23.6,0.39
T0633,BLY,ARRIVAL,03:10.6,0.48
T0633,BLY,DEPARTURE,03:40.6,0.48
T0633,SRP,ARRIVAL,07:49.0,0.22
T0633,SRP,DEPARTURE,08:19.0,0.22
T0633,CGR,ARRIVAL,14:40.4,0.37
T0633,CGR,DEPARTURE,15:10.4,0.37
T0633,CNS,ARRIVAL,22:06.4,0.21
T0633,CNS,DEPARTURE,22:36.4,0.21
T0633,BDC,ARRIVAL,33:27.6,0.06
T0633,BDC,DEPARTURE,33:57.6,0.06
T0634,HWH,ARRIVAL,05:44.4,0.74
T0634,HWH,DEPARTURE,07:44.4,0.74
T0634,SRP,ARRIVAL,15:53.0,0.88
T0634,SRP,DEPARTURE,16:23.0,0.88
T0634,CGR,ARRIVAL,22:28.4,0.77
T0634,CGR,DEPARTURE,22:58.4,0.77
T0634,CNS,ARRIVAL,29:47.9,0.5
T0634,CNS,DEPARTURE,30:17.9,0.5
T0634,BDC,ARRIVAL,41:10.9,0.38
T0634,BDC,DEPARTURE,41:40.9,0.38
T0635,HWH,ARRIVAL,51:35.5,1.59
T0635,HWH,DEPARTURE,53:35.5,1.59
T0635,BLY,ARRIVAL,03:17.1,0.59
T0635,BLY,DEPARTURE,03:47.1,0.59
T0635,SRP,ARRIVAL,08:07.3,0.52
T0635,SRP,DEPARTURE,08:37.3,0.52
T0635,CGR,ARRIVAL,14:19.2,0.02
T0635,CGR,DEPARTURE,14:49.2,0.02
T0635,CNS,ARRIVAL,22:14.0,0.33
T0635,CNS,DEPARTURE,22:44.0,0.33
T0635,BDC,ARRIVAL,33:47.0,0.38
T0635,BDC,DEPARTURE,34:17.0,0.38
T0636,HWH,ARRIVAL,05:24.4,0.41
T0636,HWH,DEPARTURE,07:24.4,0.41
T0636,CGR,ARRIVAL,15:41.7,0.69
T0636,CGR,DEPARTURE,16:11.7,0.69
T0636,CNS,ARRIVAL,23:12.6,0.61
T0636,CNS,DEPARTURE,23:42.6,0.61
T0636,BDC,ARRIVAL,34:50.9,0.75
T0636,BDC,DEPARTURE,35:20.9,0.75
T0637,HWH,ARRIVAL,51:09.5,1.16
T0637,HWH,DEPARTURE,53:09.5,1.16
T0637,BLY,ARRIVAL,04:02.5,1.34
T0637,BLY,DEPARTURE,04:32.5,1.34
T0637,SRP,ARRIVAL,08:36.8,1.01
T0637,SRP,DEPARTURE,09:06.8,1.01
T0637,CGR,ARRIVAL,16:47.4,2.49
T0637,CGR,DEPARTURE,17:17.4,2.49
T0637,CNS,ARRIVAL,21:54.9,0.01
T0637,CNS,DEPARTURE,22:24.9,0.01
T0637,BDC,ARRIVAL,33:34.5,0.17
T0637,BDC,DEPARTURE,34:04.5,0.17
T0638,HWH,ARRIVAL,05:00.4,0.01
T0638,HWH,DEPARTURE,07:00.4,0.01
T0638,BDC,ARRIVAL,15:50.0,0.83
T0638,BDC,DEPARTURE,16:20.0,0.83
T0639,HWH,ARRIVAL,51:49.6,1.83
T0639,HWH,DEPARTURE,53:49.6,1.83
T0639,SRP,ARRIVAL,00:13.4,0.22
T0639,SRP,DEPARTURE,00:43.4,0.22
T0639,CGR,ARRIVAL,08:47.7,2.09
T0639,CGR,DEPARTURE,09:17.7,2.09
T0639,CNS,ARRIVAL,14:21.0,0.05
T0639,CNS,DEPARTURE,14:51.0,0.05
T0639,BDC,ARRIVAL,27:58.8,2.18
T0639,BDC,DEPARTURE,28:28.8,2.18
T0640,HWH,ARRIVAL,05:20.8,0.35
T0640,HWH,DEPARTURE,07:20.8,0.35
T0640,BLY,ARRIVAL,17:47.1,0.09
T0640,BLY,DEPARTURE,18:17.1,0.09
T0640,SRP,ARRIVAL,23:07.9,0.53
T0640,SRP,DEPARTURE,23:37.9,0.53
T0640,CGR,ARRIVAL,29:32.2,0.24
T0640,CGR,DEPARTURE,30:02.2,0.24
T0640,CNS,ARRIVAL,37:10.1,0.27
T0640,CNS,DEPARTURE,37:40.1,0.27
T0640,BDC,ARRIVAL,48:41.6,0.29
T0640,BDC,DEPARTURE,49:11.6,0.29
T0641,HWH,ARRIVAL,46:18.0,1.3
T0641,HWH,DEPARTURE,48:18.0,1.3
T0641,BLY,ARRIVAL,58:19.2,0.62
T0641,BLY,DEPARTURE,58:49.2,0.62
T0641,SRP,ARRIVAL,02:53.9,0.3
T0641,SRP,DEPARTURE,03:23.9,0.3
T0641,CGR,ARRIVAL,10:03.2,0.75
T0641,CGR,DEPARTURE,10:33.2,0.75
T0641,CNS,ARRIVAL,17:54.4,1.01
T0641,CNS,DEPARTURE,18:24.4,1.01
T0641,BDC,ARRIVAL,28:39.3,0.25
T0641,BDC,DEPARTURE,29:09.3,0.25
T0642,HWH,ARRIVAL,05:25.6,0.43
T0642,HWH,DEPARTURE,07:25.6,0.43
T0642,SRP,ARRIVAL,15:06.2,0.1
T0642,SRP,DEPARTURE,15:36.2,0.1
T0642,CGR,ARRIVAL,21:51.6,0.16
T0642,CGR,DEPARTURE,22:21.6,0.16
T0642,CNS,ARRIVAL,30:12.9,0.91
T0642,CNS,DEPARTURE,30:42.9,0.91
T0642,BDC,ARRIVAL,40:57.6,0.16
T0642,BDC,DEPARTURE,41:27.6,0.16
T0643,HWH,ARRIVAL,50:35.8,0.6
T0643,HWH,DEPARTURE,52:35.7,0.6
T0643,BLY,ARRIVAL,03:41.3,0.99
T0643,BLY,DEPARTURE,04:11.3,0.99
T0643,SRP,ARRIVAL,07:41.4,0.09
T0643,SRP,DEPARTURE,08:11.4,0.09
T0643,CGR,ARRIVAL,14:58.2,0.67
T0643,CGR,DEPARTURE,15:28.2,0.67
T0643,CNS,ARRIVAL,22:08.2,0.24
T0643,CNS,DEPARTURE,22:38.2,0.24
T0643,BDC,ARRIVAL,36:02.2,2.64
T0643,BDC,DEPARTURE,36:32.2,2.64
T0644,HWH,ARRIVAL,05:31.7,0.53
T0644,HWH,DEPARTURE,07:31.7,0.53
T0644,SRP,ARRIVAL,16:18.7,1.31
T0644,SRP,DEPARTURE,16:48.7,1.31
T0644,CGR,ARRIVAL,22:20.4,0.64
T0644,CGR,DEPARTURE,22:50.4,0.64
T0644,CNS,ARRIVAL,29:20.1,0.04
T0644,CNS,DEPARTURE,29:50.1,0.04
T0644,BDC,ARRIVAL,41:36.1,0.8
T0644,BDC,DEPARTURE,42:06.1,0.8
T0645,HWH,ARRIVAL,52:25.2,2.42
T0645,HWH,DEPARTURE,54:25.2,2.42
T0645,BLY,ARRIVAL,03:26.2,0.74
T0645,BLY,DEPARTURE,03:56.2,0.74
T0645,SRP,ARRIVAL,08:58.1,1.37
T0645,SRP,DEPARTURE,09:28.1,1.37
T0645,CGR,ARRIVAL,16:01.5,1.72
T0645,CGR,DEPARTURE,16:31.5,1.72
T0645,CNS,ARRIVAL,22:06.4,0.21
T0645,CNS,DEPARTURE,22:36.4,0.21
T0645,BDC,ARRIVAL,33:35.4,0.19
T0645,BDC,DEPARTURE,34:05.4,0.19
T0646,HWH,ARRIVAL,05:45.3,0.76
T0646,HWH,DEPARTURE,07:45.3,0.76
T0646,BLY,ARRIVAL,18:07.4,0.42
T0646,BLY,DEPARTURE,18:37.4,0.42
T0646,SRP,ARRIVAL,24:03.9,1.47
T0646,SRP,DEPARTURE,24:33.9,1.47
T0646,CGR,ARRIVAL,31:08.5,1.84
T0646,CGR,DEPARTURE,31:38.5,1.84
T0646,CNS,ARRIVAL,37:14.9,0.35
T0646,CNS,DEPARTURE,37:44.9,0.35
T0646,BDC,ARRIVAL,48:37.0,0.22
T0646,BDC,DEPARTURE,49:07.0,0.22
T0647,HWH,ARRIVAL,51:12.8,1.21
T0647,HWH,DEPARTURE,53:12.8,1.21
T0647,BLY,ARRIVAL,02:57.4,0.26
T0647,BLY,DEPARTURE,03:27.4,0.26
T0647,SRP,ARRIVAL,08:59.0,1.38
T0647,SRP,DEPARTURE,09:29.0,1.38
T0647,CGR,ARRIVAL,14:44.5,0.44
T0647,CGR,DEPARTURE,15:14.5,0.44
T0647,CNS,ARRIVAL,22:46.9,0.88
T0647,CNS,DEPARTURE,23:16.9,0.88
T0647,BDC,ARRIVAL,33:28.8,0.08
T0647,BDC,DEPARTURE,33:58.8,0.08
T0648,HWH,ARRIVAL,05:46.9,0.78
T0648,HWH,DEPARTURE,07:46.9,0.78
T0648,SRP,ARRIVAL,15:28.9,0.48
T0648,SRP,DEPARTURE,15:58.9,0.48
T0648,CGR,ARRIVAL,22:24.4,0.71
T0648,CGR,DEPARTURE,22:54.4,0.71
T0648,CNS,ARRIVAL,29:26.8,0.15
T0648,CNS,DEPARTURE,29:56.8,0.15
T0648,BDC,ARRIVAL,41:52.1,1.07
T0648,BDC,DEPARTURE,42:22.1,1.07
T0649,HWH,ARRIVAL,51:35.3,1.59
T0649,HWH,DEPARTURE,53:35.3,1.59
T0649,BLY,ARRIVAL,02:53.7,0.2
T0649,BLY,DEPARTURE,03:23.7,0.2
T0649,SRP,ARRIVAL,07:40.8,0.08
T0649,SRP,DEPARTURE,08:10.8,0.08
T0649,CGR,ARRIVAL,14:19.1,0.02
T0649,CGR,DEPARTURE,14:49.1,0.02
T0649,CNS,ARRIVAL,22:43.3,0.82
T0649,CNS,DEPARTURE,23:13.3,0.82
T0649,BDC,ARRIVAL,34:08.8,0.75
T0649,BDC,DEPARTURE,34:38.8,0.75
T0650,HWH,ARRIVAL,05:38.0,0.63
T0650,HWH,DEPARTURE,07:38.0,0.63
T0650,BLY,ARRIVAL,17:54.7,0.21
T0650,BLY,DEPARTURE,18:24.7,0.21
T0650,SRP,ARRIVAL,22:59.8,0.4
T0650,SRP,DEPARTURE,23:29.8,0.4
T0650,CGR,ARRIVAL,30:01.3,0.72
T0650,CGR,DEPARTURE,30:31.3,0.72
T0650,CNS,ARRIVAL,37:27.0,0.55
T0650,CNS,DEPARTURE,37:57.0,0.55
T0650,BDC,ARRIVAL,51:55.4,3.52
T0650,BDC,DEPARTURE,52:25.4,3.52
T0651,HWH,ARRIVAL,05:07.0,0.12
T0651,HWH,DEPARTURE,07:07.0,0.12
T0651,BLY,ARRIVAL,18:39.0,0.95
T0651,BLY,DEPARTURE,19:09.0,0.95
T0651,SRP,ARRIVAL,23:00.9,0.41
T0651,SRP,DEPARTURE,23:30.9,0.41
T0651,CGR,ARRIVAL,29:44.8,0.45
T0651,CGR,DEPARTURE,30:14.8,0.45
T0651,CNS,ARRIVAL,37:54.7,1.01
T0651,CNS,DEPARTURE,38:24.7,1.01
T0651,BDC,ARRIVAL,49:20.6,0.94
T0651,BDC,DEPARTURE,49:50.6,0.94
T0652,HWH,ARRIVAL,08:47.5,3.79
T0652,HWH,DEPARTURE,10:47.5,3.79
T0652,BLY,ARRIVAL,17:48.6,0.11
T0652,BLY,DEPARTURE,18:18.6,0.11
T0652,SRP,ARRIVAL,22:41.3,0.09
T0652,SRP,DEPARTURE,23:11.3,0.09
T0652,CGR,ARRIVAL,30:19.9,1.03
T0652,CGR,DEPARTURE,30:49.9,1.03
T0652,CNS,ARRIVAL,37:35.5,0.69
T0652,CNS,DEPARTURE,38:05.5,0.69
T0652,BDC,ARRIVAL,48:39.4,0.26
T0652,BDC,DEPARTURE,49:09.4,0.26
T0653,HWH,ARRIVAL,25:04.0,0.07
T0653,HWH,DEPARTURE,27:04.0,0.07
T0653,BLY,ARRIVAL,37:46.3,0.07
T0653,BLY,DEPARTURE,38:16.3,0.07
T0653,SRP,ARRIVAL,44:23.8,1.8
T0653,SRP,DEPARTURE,44:53.8,1.8
T0653,CGR,ARRIVAL,49:28.2,0.17
T0653,CGR,DEPARTURE,49:58.2,0.17
T0653,CNS,ARRIVAL,57:12.7,0.31
T0653,CNS,DEPARTURE,57:42.7,0.31
T0653,BDC,ARRIVAL,08:36.3,0.21
T0653,BDC,DEPARTURE,09:06.3,0.21
T0654,HWH,ARRIVAL,05:21.0,0.35
T0654,HWH,DEPARTURE,07:21.0,0.35
T0654,BLY,ARRIVAL,17:45.5,0.06
T0654,BLY,DEPARTURE,18:15.5,0.06
T0654,SRP,ARRIVAL,23:11.1,0.59
T0654,SRP,DEPARTURE,23:41.1,0.59
T0654,CGR,ARRIVAL,29:21.4,0.06
T0654,CGR,DEPARTURE,29:51.4,0.06
T0654,CNS,ARRIVAL,38:11.3,1.29
T0654,CNS,DEPARTURE,38:41.3,1.29
T0654,BDC,ARRIVAL,48:36.8,0.21
T0654,BDC,DEPARTURE,49:06.8,0.21
T0655,HWH,ARRIVAL,25:37.3,0.62
T0655,HWH,DEPARTURE,27:37.3,0.62
T0655,CGR,ARRIVAL,36:41.8,1.7
